Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,EmployeeFeedback
39,No,Sales,20,3,Life Sciences,3,4,Divorced,4127,2,3,2,Good career growth
43,No,Research & Development,9,3,Life Sciences,1,3,Single,2438,4,2,3,Great learning opportunities
41,No,Research & Development,5,3,Life Sciences,2,2,Single,6870,3,1,3,Happy with my salary
41,No,Sales,4,1,Marketing,3,3,Divorced,10447,0,4,22,Enjoy my work
30,No,Research & Development,10,3,Medical,1,3,Single,9667,9,3,7,Enjoy my work
26,Yes,Human Resources,20,2,Medical,4,2,Married,2148,0,3,5,Poor work life balance
46,Yes,Research & Development,21,2,Medical,4,2,Married,8926,4,4,9,I feel stuck in my role
40,No,Research & Development,1,3,Life Sciences,3,4,Divorced,6513,4,3,5,Good work life balance
34,No,Sales,8,2,Technical Degree,2,3,Married,6799,1,3,10,Enjoy my work
58,No,Sales,2,3,Medical,2,2,Divorced,16291,4,2,16,Good work life balance
35,No,Research & Development,23,4,Medical,2,3,Married,2705,0,4,5,Good career growth
47,No,Research & Development,4,3,Life Sciences,3,2,Divorced,10333,8,3,22,Good work life balance
40,No,Research & Development,12,3,Life Sciences,2,1,Divorced,4448,2,3,7,Happy with my salary
54,No,Research & Development,7,4,Medical,4,4,Married,6854,4,2,7,I love my team
31,No,Sales,7,4,Marketing,1,1,Married,9637,2,3,3,Supportive management
28,No,Research & Development,1,3,Medical,3,1,Married,3591,1,3,3,Supportive management
38,No,Sales,2,4,Marketing,2,4,Married,5405,2,2,4,Great learning opportunities
26,No,Sales,10,3,Medical,3,4,Single,4684,1,3,5,Good career growth
58,No,Research & Development,15,4,Life Sciences,1,3,Married,15787,2,3,2,Good work life balance
18,No,Research & Development,14,3,Medical,2,3,Single,1514,1,1,0,Supportive management
31,Yes,Human Resources,18,5,Human Resources,4,1,Married,2956,0,3,1,Poor work life balance
29,Yes,Human Resources,13,3,Human Resources,1,1,Divorced,2335,4,3,2,No career progression
45,No,Sales,2,4,Life Sciences,3,3,Married,5154,4,4,8,Great learning opportunities
36,No,Research & Development,2,4,Other,4,2,Married,6962,4,3,1,Good work life balance
43,No,Sales,2,4,Life Sciences,1,4,Married,5675,1,3,7,Great learning opportunities
27,No,Research & Development,5,2,Life Sciences,4,4,Single,2379,0,2,5,Enjoy my work
29,No,Research & Development,20,1,Medical,4,4,Married,3812,1,4,11,Happy with my salary
32,No,Sales,10,4,Marketing,4,4,Single,4648,8,4,0,Supportive management
42,No,Research & Development,10,4,Technical Degree,3,3,Married,2936,3,2,6,Happy with my salary
47,No,Research & Development,9,4,Life Sciences,2,3,Single,2105,4,3,2,Happy with my salary
46,No,Research & Development,2,2,Life Sciences,4,4,Divorced,8578,3,2,9,Great learning opportunities
28,No,Human Resources,1,2,Life Sciences,3,4,Divorced,2706,1,3,3,Supportive management
29,No,Research & Development,29,1,Life Sciences,4,3,Divorced,6384,8,3,7,Good work life balance
42,No,Research & Development,8,3,Life Sciences,4,3,Single,3968,4,3,0,Supportive management
32,Yes,Sales,2,4,Marketing,3,2,Single,9907,7,2,2,Work is stressful
46,No,Sales,3,3,Technical Degree,1,1,Divorced,13225,2,3,19,I love my team
27,No,Sales,23,1,Medical,2,3,Married,3540,1,3,9,Good career growth
29,No,Human Resources,6,1,Medical,4,2,Married,2804,1,3,1,Great learning opportunities
43,No,Research & Development,6,3,Medical,1,3,Married,19392,7,3,16,I love my team
48,No,Research & Development,10,3,Life Sciences,4,2,Married,19665,4,3,22,I love my team
29,Yes,Research & Development,24,2,Life Sciences,4,4,Single,2439,1,2,1,No recognition from management
46,Yes,Sales,10,3,Life Sciences,3,2,Married,7314,5,3,8,Poor work life balance
27,No,Research & Development,15,3,Life Sciences,4,1,Married,4774,0,2,7,Good career growth
39,No,Research & Development,19,4,Other,4,4,Divorced,3902,8,3,2,Supportive management
55,No,Research & Development,2,4,Technical Degree,2,4,Married,2662,8,4,5,I love my team
28,No,Sales,3,3,Medical,2,2,Married,2856,1,3,1,Great learning opportunities
30,Yes,Sales,9,3,Medical,2,4,Single,1081,1,2,1,Poor work life balance
22,Yes,Research & Development,7,1,Life Sciences,4,2,Single,2472,1,3,1,Work is stressful
36,No,Sales,10,4,Technical Degree,2,3,Married,5673,1,3,10,Good work life balance
31,No,Research & Development,20,3,Life Sciences,2,3,Divorced,4197,1,3,10,Great learning opportunities
34,No,Sales,4,3,Life Sciences,3,4,Married,9713,2,3,5,Enjoy my work
29,No,Research & Development,7,3,Life Sciences,4,1,Single,2062,3,3,3,Great learning opportunities
37,No,Research & Development,7,4,Medical,4,1,Married,4284,5,3,5,Enjoy my work
35,No,Research & Development,16,2,Other,4,2,Married,4788,0,3,3,Good career growth
45,No,Research & Development,25,2,Life Sciences,2,4,Married,5906,0,2,9,Great learning opportunities
36,No,Human Resources,2,1,Human Resources,2,4,Single,3886,1,2,10,I love my team
40,No,Research & Development,1,4,Life Sciences,1,1,Divorced,16823,2,3,19,Good work life balance
26,No,Research & Development,1,2,Life Sciences,2,3,Married,2933,1,2,1,Enjoy my work
27,No,Sales,2,2,Medical,1,3,Single,6500,0,2,8,Enjoy my work
48,No,Research & Development,22,3,Medical,4,4,Divorced,17174,3,3,22,Supportive management
44,No,Research & Development,1,4,Life Sciences,2,1,Married,5033,2,3,2,Good career growth
34,Yes,Research & Development,16,4,Technical Degree,4,1,Married,2307,1,3,5,No growth opportunities
56,Yes,Research & Development,24,2,Life Sciences,1,4,Single,2587,1,3,4,No recognition from management
36,No,Sales,17,2,Marketing,3,2,Married,5507,2,1,4,I love my team
41,No,Sales,8,3,Marketing,3,2,Married,4393,5,3,5,Great learning opportunities
42,No,Research & Development,6,3,Medical,3,1,Married,13348,9,4,13,I love my team
31,No,Sales,10,2,Medical,3,4,Divorced,6583,2,3,5,Good work life balance
34,No,Sales,3,1,Medical,4,4,Married,8103,3,2,4,I love my team
31,No,Research & Development,4,3,Medical,1,3,Divorced,3978,8,2,2,Good work life balance
26,No,Research & Development,6,3,Other,3,4,Married,2544,0,3,7,Good work life balance
45,No,Research & Development,1,4,Medical,2,3,Single,5399,4,3,4,Good work life balance
33,No,Sales,10,4,Marketing,2,3,Single,5487,1,2,10,Enjoy my work
28,No,Sales,1,2,Life Sciences,3,4,Married,6834,1,3,7,Enjoy my work
29,Yes,Sales,24,3,Technical Degree,3,1,Single,1091,1,3,1,Poor work life balance
39,No,Sales,21,4,Life Sciences,1,3,Married,5736,6,3,3,Happy with my salary
27,No,Research & Development,2,4,Technical Degree,2,2,Married,2226,1,2,5,Good work life balance
34,No,Research & Development,22,4,Other,3,4,Married,5747,1,3,15,Supportive management
28,Yes,Sales,13,2,Marketing,4,3,Single,9854,3,3,2,I feel stuck in my role
47,No,Research & Development,14,4,Technical Degree,3,2,Married,5467,8,4,8,I love my team
56,No,Sales,11,5,Marketing,4,1,Married,5380,4,3,0,Happy with my salary
39,No,Research & Development,9,2,Medical,1,1,Married,5151,1,3,10,Good work life balance
38,No,Research & Development,8,3,Medical,4,2,Divorced,2133,1,3,20,I love my team
58,No,Sales,21,3,Life Sciences,4,4,Married,17875,4,2,1,Good work life balance
32,Yes,Research & Development,5,2,Life Sciences,1,3,Single,2432,3,3,4,No career progression
38,No,Research & Development,9,2,Life Sciences,2,4,Divorced,4771,2,4,5,Supportive management
49,No,Research & Development,2,1,Life Sciences,2,4,Married,19161,3,3,5,Enjoy my work
42,No,Sales,12,4,Marketing,2,4,Divorced,5087,3,3,0,Good career growth
27,Yes,Human Resources,22,3,Human Resources,1,2,Married,2863,1,3,1,No recognition from management
35,No,Sales,18,4,Medical,2,1,Married,5561,0,1,5,I love my team
28,No,Research & Development,16,3,Medical,3,3,Single,2144,1,2,5,Happy with my salary
31,No,Research & Development,3,2,Medical,3,1,Divorced,3065,1,4,4,Supportive management
36,No,Research & Development,9,4,Life Sciences,1,2,Married,2810,1,3,5,Supportive management
34,No,Sales,1,3,Marketing,1,4,Single,9888,1,2,14,Good work life balance
34,No,Sales,13,4,Medical,4,3,Divorced,8628,1,2,8,Happy with my salary
26,No,Research & Development,1,3,Medical,3,1,Single,2867,0,2,7,Good career growth
29,No,Research & Development,1,3,Life Sciences,1,1,Married,5373,0,2,5,Good work life balance
32,No,Research & Development,15,4,Medical,3,4,Divorced,6667,5,3,5,Great learning opportunities
31,No,Research & Development,1,3,Life Sciences,4,1,Married,5003,1,3,10,Great learning opportunities
28,Yes,Research & Development,17,3,Technical Degree,3,4,Divorced,2367,5,2,4,No recognition from management
38,No,Sales,1,3,Life Sciences,1,1,Single,2858,4,2,1,Happy with my salary
35,No,Sales,7,4,Life Sciences,3,4,Married,5204,1,3,10,I love my team
27,No,Sales,9,3,Marketing,4,4,Single,4105,1,3,7,Enjoy my work
32,No,Research & Development,5,4,Life Sciences,4,4,Single,9679,8,3,1,Supportive management
31,Yes,Sales,26,4,Marketing,1,4,Married,5617,1,3,10,No recognition from management
53,Yes,Sales,24,4,Life Sciences,1,1,Single,10448,6,2,2,No career progression
54,No,Research & Development,9,2,Life Sciences,1,3,Married,2897,3,2,4,I love my team
33,No,Research & Development,7,2,Life Sciences,4,3,Divorced,5968,1,3,9,Good career growth
43,No,Research & Development,11,3,Life Sciences,1,3,Married,7510,1,3,10,Good work life balance
38,No,Human Resources,1,4,Other,4,2,Married,2991,0,3,6,I love my team
55,No,Human Resources,26,4,Human Resources,3,2,Married,19636,4,3,10,Enjoy my work
31,No,Research & Development,2,1,Medical,4,4,Divorced,1129,1,3,1,Great learning opportunities
39,No,Sales,15,4,Marketing,2,1,Single,13341,0,3,20,Happy with my salary
42,No,Research & Development,23,2,Life Sciences,4,3,Single,4332,1,3,20,Good career growth
31,No,Research & Development,10,3,Medical,3,3,Married,11031,4,4,11,Enjoy my work
54,No,Research & Development,10,3,Medical,3,1,Single,4440,6,3,5,Great learning opportunities
24,No,Research & Development,1,2,Life Sciences,2,3,Single,4617,1,2,4,I love my team
23,No,Research & Development,12,2,Other,4,4,Single,2647,1,4,5,Great learning opportunities
40,No,Research & Development,11,3,Technical Degree,4,3,Married,6323,1,4,10,Happy with my salary
40,No,Sales,2,2,Marketing,2,2,Married,5677,3,3,11,Happy with my salary
25,No,Human Resources,2,3,Human Resources,3,2,Married,2187,4,3,2,Good work life balance
30,No,Research & Development,1,2,Medical,4,2,Married,3748,1,2,12,I love my team
25,No,Research & Development,2,1,Other,4,3,Divorced,3977,6,2,2,Supportive management
47,No,Research & Development,25,3,Medical,1,3,Single,8633,2,3,17,Enjoy my work
33,No,Research & Development,1,2,Medical,2,3,Divorced,2008,1,2,1,Great learning opportunities
38,No,Sales,1,4,Life Sciences,4,2,Married,4440,0,3,15,Happy with my salary
31,No,Sales,2,2,Life Sciences,1,3,Married,3067,0,3,2,Happy with my salary
38,No,Research & Development,6,4,Life Sciences,1,3,Married,5321,2,3,8,Good work life balance
42,No,Research & Development,18,4,Life Sciences,4,1,Divorced,5410,6,2,4,Good career growth
41,No,Research & Development,1,3,Life Sciences,4,4,Married,2782,3,3,5,Good work life balance
47,No,Research & Development,1,1,Medical,3,2,Married,11957,0,1,13,Supportive management
35,No,Research & Development,11,4,Medical,4,3,Married,2660,7,3,2,Enjoy my work
22,No,Research & Development,1,2,Life Sciences,4,3,Single,3375,0,4,3,Good work life balance
35,No,Research & Development,9,4,Medical,2,3,Single,5098,1,3,10,Good career growth
33,No,Research & Development,15,2,Medical,2,4,Married,4878,0,3,9,I love my team
32,No,Research & Development,29,4,Life Sciences,3,2,Single,2837,1,3,6,I love my team
40,No,Research & Development,1,4,Life Sciences,1,4,Married,2406,8,2,1,Enjoy my work
32,No,Sales,1,4,Medical,2,2,Married,2269,0,3,2,Good career growth
39,No,Research & Development,24,1,Life Sciences,1,4,Single,4108,7,3,7,Good work life balance
38,No,Research & Development,10,3,Medical,2,3,Married,13206,3,3,18,I love my team
32,No,Sales,1,4,Marketing,3,4,Married,10422,1,3,14,Enjoy my work
37,No,Research & Development,10,3,Life Sciences,3,4,Married,13744,1,3,16,Supportive management
25,No,Sales,8,2,Other,1,3,Divorced,4907,0,2,5,Happy with my salary
52,No,Sales,29,4,Life Sciences,1,4,Divorced,3482,2,2,9,Great learning opportunities
44,No,Research & Development,1,3,Medical,2,4,Single,2436,6,3,4,Good work life balance
21,No,Sales,5,1,Medical,3,1,Single,2380,1,3,2,Good work life balance
39,No,Research & Development,9,3,Life Sciences,4,4,Single,19431,2,2,6,Good career growth
23,Yes,Sales,9,3,Marketing,4,1,Married,1790,1,2,1,No growth opportunities
36,No,Sales,3,3,Medical,1,4,Married,7644,0,3,9,Good work life balance
36,No,Research & Development,4,2,Life Sciences,4,2,Divorced,5131,7,3,4,Happy with my salary
56,No,Research & Development,1,4,Life Sciences,3,3,Divorced,6306,1,2,13,I love my team
29,Yes,Research & Development,1,4,Medical,1,4,Married,4787,9,4,2,No career progression
42,No,Research & Development,2,3,Life Sciences,1,3,Married,18880,5,2,22,Good work life balance
56,Yes,Research & Development,7,2,Technical Degree,4,3,Married,2339,8,1,10,Work is stressful
41,No,Research & Development,28,4,Life Sciences,1,2,Married,13570,0,3,20,Happy with my salary
34,No,Sales,28,3,Marketing,4,3,Married,6712,1,3,8,Happy with my salary
36,No,Sales,15,4,Marketing,4,4,Divorced,5406,1,2,15,Good work life balance
41,No,Sales,3,3,Life Sciences,3,2,Divorced,8938,2,3,5,I love my team
32,No,Research & Development,2,3,Technical Degree,4,1,Single,2439,1,3,4,Supportive management
35,No,Human Resources,26,4,Life Sciences,3,4,Single,8837,1,3,9,Happy with my salary
38,No,Sales,10,2,Life Sciences,1,4,Married,5343,1,3,10,Supportive management
50,Yes,Sales,1,4,Life Sciences,2,3,Divorced,6728,7,3,6,Poor work life balance
36,No,Sales,11,4,Marketing,2,4,Married,6652,4,2,6,Good career growth
45,No,Sales,20,3,Life Sciences,4,3,Single,4850,8,3,5,Happy with my salary
40,No,Research & Development,2,4,Life Sciences,3,3,Single,2809,2,3,2,Happy with my salary
35,No,Research & Development,18,4,Life Sciences,3,3,Married,5689,1,4,10,Good career growth
40,No,Research & Development,2,4,Medical,3,3,Married,2001,2,3,5,Enjoy my work
35,No,Research & Development,1,4,Life Sciences,3,4,Married,2977,1,3,4,Great learning opportunities
29,No,Research & Development,13,2,Other,4,2,Married,4025,4,3,4,I love my team
29,No,Research & Development,28,4,Medical,4,1,Single,3785,1,1,5,Great learning opportunities
50,Yes,Sales,28,3,Marketing,4,1,Divorced,10854,4,3,3,Salary is too low
39,No,Sales,24,1,Marketing,2,4,Married,12031,0,2,20,Happy with my salary
31,No,Research & Development,5,3,Medical,2,1,Single,9936,0,3,9,Enjoy my work
26,No,Sales,5,3,Other,4,3,Single,2966,0,3,4,Happy with my salary
36,No,Research & Development,23,2,Medical,3,4,Married,2571,4,3,5,I love my team
39,No,Research & Development,6,1,Medical,4,1,Married,9991,4,3,7,Good career growth
27,No,Research & Development,4,3,Life Sciences,2,2,Married,6142,1,3,6,Happy with my salary
49,No,Sales,2,3,Medical,4,2,Married,5390,2,2,9,Great learning opportunities
34,No,Research & Development,8,3,Medical,2,3,Married,4404,2,4,4,Great learning opportunities
